Enrollments,SIS dep Nenr,SIS Ndep Enr,SIS adm Ndep Nenr,SIS Nadm1,SIS Nadm2,SIS Nadm3,SIS app Nadm,SIS Napp1,SIS Napp2,SIS Napp3,SIS Napp4,SIS Napp5,SIS Napp6,SIS Napp7,SIS Sub nApp,SIS Nsub1,SIS Nsub2,SIS Nsub3,SIS Nsub4,SIS Nsub5,SIS Nsub6,SIS Nsub7,SIS Nsub8,SIS Nsub9,SIS Nsub10,SIS Nsub11,SIS Nsub12,SIS Nsub13,SIS Nsub14,SIS Nsub15,SIS Started Nsub,SIS P Nst1,SIS P Nst2,SIS P Nst3,SIS P Nst4,SIS P Nst5,SIS P Nst6,SIS P Nst7,SIS P Nst8,SIS P Nst9,SIS P Nst10,SIS P Nst11,SIS P Nst12,SIS P Nst13,SIS P Nst14,SIS P Nst15,SIS P Nst16,SIS P Nst17,SIS P Nst18,SIS P Nst19,SIS P Nst20,SIS P Nst21,SIS P Nst22,SIS P Nst23,SIS P Nst24,SIS P Nst25,SIS P Nst26,SIS P Nst27,SIS P Nst28,SIS P Nst29,SIS P Nst30,SIS P Nst31,SIS Prospect Nst
0,44,1,7,1,1,1,3,1,1,1,1,1,1,1,1087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,563
0,48,1,7,1,1,1,3,1,1,1,1,1,1,1,1338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1871
0,50,1,16,1,1,1,1051,1,1,1,1,1,1,1,350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1898
0,63,1,904,1,1,1,209,1,1,1,1,1,1,1,324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1942
0,95,1,1055,1,1,1,62,1,1,1,1,1,1,1,324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1975
0,131,1,1052,1,1,1,54,1,1,1,1,1,1,1,314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
0,188,1,1008,1,1,1,52,1,1,1,1,1,1,1,334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2082
0,310,1,897,1,1,1,52,1,1,1,1,1,1,1,336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2110
335,126,1,750,1,1,1,56,1,1,1,1,1,1,1,342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2112
393,68,1,760,1,1,1,54,1,1,1,1,1,1,1,345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2100
409,54,1,766,1,1,1,59,1,1,1,1,1,1,1,351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2148
405,51,1,776,1,1,1,60,1,1,1,1,1,1,1,348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2170
408,53,1,780,1,1,1,57,1,1,1,1,1,1,1,346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2203
415,52,1,771,1,1,1,57,1,1,1,1,1,1,1,347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2211
410,37,1,791,1,1,1,58,1,1,1,1,1,1,1,345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,907,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2223
413,34,1,788,1,1,1,59,1,1,1,1,1,1,1,347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2244
403,29,1,796,1,1,1,68,1,1,1,1,1,1,1,304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2260
393,27,1,805,1,1,1,68,1,1,1,1,1,1,1,305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,910,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2270
0,19,1,0,1,1,1,0,1,1,1,1,1,1,1,228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1202
0,24,1,1,1,1,1,0,1,1,1,1,1,1,1,371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1259
0,30,1,0,1,1,1,0,1,1,1,1,1,1,1,796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1221
0,36,1,0,1,1,1,0,1,1,1,1,1,1,1,1057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1209
0,36,1,1,1,1,1,748,1,1,1,1,1,1,1,348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1234
